ConversationID,UtteranceID,Utterance,Speaker,StartTime,EndTime,Emotion,Sentiment,Sarcasm,Humor,Relevancy(Emo→Sen),Relevancy(Sar→Hum),Pride,Love
C_46,C_46_U_3,我记得睡着之前已经写了一半了,史小明,"00:00:05,560","00:00:08,845",neutral,neutral,none,none,2,0,pride,none
C_46,C_46_U_4,那另一半呢,胡一菲,"00:00:08,845","00:00:10,019",anger,negative,none,none,2,-1,none,none
C_46,C_46_U_5,醒来之后发现前面那一半只是个梦,史小明,"00:00:10,019","00:00:13,520",neutral,negative,none,none,2,1,pride,none
C_47,C_47_U_1,我还收听了广播节目,史小明,"00:00:00,000","00:00:01,546",neutral,positive,none,none,2,0,none,none
C_47,C_47_U_2,你的月亮我的心,史小明,"00:00:01,546","00:00:02,749",neutral,positive,none,none,2,0,none,none
C_47,C_47_U_3,你听这种脑残节目,胡一菲,"00:00:02,749","00:00:04,123",anger,negative,sarcastic,none,2,0,none,none
C_47,C_47_U_4,难怪会睡着,胡一菲,"00:00:04,123","00:00:04,982",anger,negative,sarcastic,none,2,0,none,none
C_47,C_47_U_5,您也听过,史小明,"00:00:04,982","00:00:05,841",neutral,positive,none,none,2,0,none,none
C_47,C_47_U_6,我当然没听过了,胡一菲,"00:00:05,841","00:00:07,044",anger,negative,sarcastic,none,2,0,none,none
C_47,C_47_U_7,你应该把心思放在学习上,胡一菲,"00:00:07,044","00:00:08,934",anger,negative,sarcastic,none,1,0,none,none
C_47,C_47_U_8,而不是听这种毫无营养的破广播,胡一菲,"00:00:08,934","00:00:11,320",anger,negative,sarcastic,none,2,0,none,none
C_47,C_47_U_9,以前的确没啥可听的,史小明,"00:00:11,970","00:00:13,890",neutral,negative,none,none,2,1,pride,none
C_48,C_48_U_1,我以前就有个病人,心理医生,"00:00:00,000","00:00:01,501",neutral,neutral,sarcastic,none,-1,0,pride,none
C_48,C_48_U_2,他总是幻想自己是只小燕子,心理医生,"00:00:01,501","00:00:03,754",neutral,neutral,sarcastic,none,-1,0,pride,none
C_48,C_48_U_3,而且每个月还给我寄燕窝,心理医生,"00:00:03,754","00:00:05,790",neutral,neutral,sarcastic,none,-1,0,pride,none
C_48,C_48_U_4,那说明人家感谢你嘛,胡一菲,"00:00:06,200","00:00:07,733",neutral,neutral,none,none,1,-1,none,none
C_48,C_48_U_5,后来我才知道他是在对我吐口水,心理医生,"00:00:07,733","00:00:11,260",neutral,negative,sarcastic,none,1,0,none,none
C_49,C_49_U_1,美嘉你别紧张,唐悠悠,"00:00:00,000","00:00:01,482",neutral,neutral,none,none,1,0,none,none
C_49,C_49_U_2,这是家私立医院医生都很好的,唐悠悠,"00:00:01,482","00:00:04,236",neutral,neutral,none,none,-1,0,none,none
C_49,C_49_U_3,只要你一会儿如实交代,唐悠悠,"00:00:04,236","00:00:06,355",neutral,neutral,none,none,-1,0,none,none
C_49,C_49_U_4,他们就会宽大处理,陈美嘉,"00:00:06,355","00:00:08,049",neutral,neutral,none,humor,-1,0,none,none
C_49,C_49_U_5,他们就会给你准确的诊断,唐悠悠,"00:00:08,049","00:00:10,400",neutral,neutral,none,none,2,1,none,none
C_50,C_50_U_1,就算你搞不清楚他爸爸是谁,唐悠悠,"00:00:00,000","00:00:02,535",neutral,negative,sarcastic,none,-1,0,none,none
C_50,C_50_U_2,至少你也得搞清楚他到底存不存在,唐悠悠,"00:00:02,535","00:00:05,703",neutral,negative,none,none,-1,0,none,none
C_50,C_50_U_3,对吧,唐悠悠,"00:00:05,703","00:00:06,126",neutral,negative,none,none,2,0,none,none
C_50,C_50_U_4,不会错的我都测了好几次了,陈美嘉,"00:00:06,126","00:00:08,661",sadness,negative,none,none,1,0,pride,none
C_50,C_50_U_5,你确认对准了吗,唐悠悠,"00:00:08,661","00:00:10,150",neutral,neutral,none,none,1,0,none,none
C_50,C_50_U_6,当然了,陈美嘉,"00:00:10,150","00:00:10,739",anger,negative,none,none,1,0,pride,none
C_50,C_50_U_7,只有子乔会对不准,陈美嘉,"00:00:10,739","00:00:12,280",anger,negative,sarcastic,none,1,0,pride,none
C_51,C_51_U_1,运个鱼缸你还走后门,胡一菲,"00:00:00,000","00:00:01,650",anger,negative,sarcastic,none,1,0,none,none
C_51,C_51_U_2,你们店也太没原则了吧,胡一菲,"00:00:01,650","00:00:03,270",anger,negative,sarcastic,none,1,0,none,none
C_51,C_51_U_3,有话好好说你别激动啊,鱼店老板,"00:00:03,840","00:00:05,001",fear,negative,none,none,1,-1,pride,none
C_51,C_51_U_4,特殊大件不免运费这是规定,胡一菲,"00:00:05,001","00:00:06,936",anger,negative,none,none,2,-1,none,none
C_51,C_51_U_5,是规定就得执行,胡一菲,"00:00:06,936","00:00:08,871",anger,negative,none,none,2,0,none,none
C_51,C_51_U_6,你以为我是那种贪小便宜的人吗,胡一菲,"00:00:08,871","00:00:11,550",anger,negative,none,none,2,0,none,none
C_51,C_51_U_7,这么说那送您的鱼也不要了,鱼店老板,"00:00:12,980","00:00:15,666",neutral,negative,none,none,2,0,pride,none
C_51,C_51_U_8,要为什么不要,胡一菲,"00:00:15,666","00:00:17,547",anger,negative,none,none,2,0,none,none
C_51,C_51_U_9,那是我应得的,胡一菲,"00:00:17,547","00:00:19,180",anger,negative,none,none,1,1,none,none
C_52,C_52_U_1,我就说嘛没几步,胡一菲,"00:00:00,890","00:00:02,762",neutral,neutral,none,none,1,1,none,none
C_52,C_52_U_2,遛个弯儿就到了,胡一菲,"00:00:02,762","00:00:05,168",neutral,neutral,none,none,2,0,none,none
C_52,C_52_U_3,娘娘雅兴啊,曾小贤,"00:00:05,436","00:00:06,773",neutral,neutral,sarcastic,humor,2,2,none,none
C_52,C_52_U_4,扛着鱼缸遛弯,曾小贤,"00:00:06,773","00:00:09,180",neutral,negative,sarcastic,humor,2,2,none,none
C_52,C_52_U_5,可拖着我干吗,曾小贤,"00:00:09,180","00:00:10,220",neutral,negative,none,none,-1,0,none,none
C_52,C_52_U_6,这是对你的惩罚,胡一菲,"00:00:10,220","00:00:11,480",neutral,negative,none,none,-1,0,none,none
C_52,C_52_U_7,谁让你刚才不帮我说话来着,胡一菲,"00:00:11,660","00:00:13,640",neutral,negative,none,none,-1,1,none,none
C_52,C_52_U_8,人家老板已经把运费给免了,曾小贤,"00:00:14,040","00:00:16,272",neutral,negative,none,none,-1,0,none,none
C_52,C_52_U_9,你还要我说什么呀,曾小贤,"00:00:16,272","00:00:17,750",neutral,negative,none,none,-1,0,none,none
C_53,C_53_U_1,没准这老板忽悠我呢,胡一菲,"00:00:00,000","00:00:01,243",neutral,neutral,none,none,-1,0,none,none
C_53,C_53_U_2,万一货送到了又收费了,胡一菲,"00:00:01,243","00:00:03,523",neutral,negative,none,none,-1,0,none,none
C_53,C_53_U_3,那怎么办啊,胡一菲,"00:00:03,523","00:00:04,550",neutral,negative,none,none,-1,-1,none,none
C_53,C_53_U_4,好有远见,曾小贤,"00:00:05,181","00:00:06,185",neutral,negative,sarcastic,none,-1,0,none,none
C_53,C_53_U_5,好有危机意识啊,曾小贤,"00:00:06,185","00:00:07,942",neutral,negative,sarcastic,none,-1,0,none,none
C_53,C_53_U_6,可还是没有逻辑啊,曾小贤,"00:00:07,942","00:00:10,202",neutral,neutral,none,none,0,0,none,none
C_53,C_53_U_7,你有完没完不就抬个小鱼缸么,胡一菲,"00:00:10,202","00:00:13,465",anger,negative,none,none,2,1,none,none
C_53,C_53_U_8,至于吗,胡一菲,"00:00:13,465","00:00:14,470",anger,negative,none,none,2,1,none,none
C_54,C_54_U_1,你知道她最近来过医院吗,司马健,"00:00:00,000","00:00:02,050",anger,negative,sarcastic,none,2,0,none,none
C_54,C_54_U_2,知道啊,关谷神奇,"00:00:02,380","00:00:03,371",neutral,neutral,none,none,2,-1,none,none
C_54,C_54_U_3,那你也真够可以的呀,司马健,"00:00:03,371","00:00:05,602",anger,negative,sarcastic,none,0,0,none,none
C_54,C_54_U_4,你女朋友做检查,司马健,"00:00:05,602","00:00:07,337",anger,negative,sarcastic,none,2,0,none,none
C_54,C_54_U_5,你自己一点儿都不关心,司马健,"00:00:07,337","00:00:09,816",anger,negative,sarcastic,none,2,0,none,none
C_54,C_54_U_6,你就当她们做着玩的,关谷神奇,"00:00:09,816","00:00:11,810",joy,positive,none,none,0,-1,none,none
C_54,C_54_U_7,我也不知道什么奇怪的癖好,关谷神奇,"00:00:12,320","00:00:14,536",joy,positive,sarcastic,none,2,0,none,none
C_54,C_54_U_8,总之女孩子什么都喜欢在一起,关谷神奇,"00:00:14,536","00:00:17,123",joy,positive,none,none,0,0,none,none
C_54,C_54_U_9,你就当她们是在一起上厕所,关谷神奇,"00:00:17,123","00:00:19,310",joy,positive,none,humor,2,0,none,none
C_55,C_55_U_1,你女朋友的检查报告我看过有很大的风险,司马健,"00:00:00,000","00:00:03,687",anger,negative,none,none,0,0,none,none
C_55,C_55_U_2,该有的阴影没有看到,司马健,"00:00:03,687","00:00:05,620",anger,negative,none,none,-1,0,none,none
C_55,C_55_U_3,难道说,关谷神奇,"00:00:06,910","00:00:07,990",surprise,positive,none,none,-2,0,none,none
C_55,C_55_U_4,她真的有前列腺,关谷神奇,"00:00:09,240","00:00:10,780",neutral,positive,none,none,-2,-1,none,none
C_55,C_55_U_5,我是个妇产科大夫,司马健,"00:00:11,330","00:00:12,437",anger,negative,sarcastic,none,-2,0,none,none
C_55,C_55_U_6,妇产科,关谷神奇,"00:00:12,437","00:00:13,176",neutral,negative,sarcastic,none,1,0,none,none
C_55,C_55_U_7,我不管你们的家族传统是怎么样的,司马健,"00:00:13,176","00:00:15,945",anger,negative,sarcastic,none,1,0,none,none
C_55,C_55_U_8,但是作为她的男朋友,司马健,"00:00:15,945","00:00:17,791",anger,negative,sarcastic,none,1,0,none,none
C_55,C_55_U_9,美嘉的身体健康,司马健,"00:00:17,791","00:00:19,083",anger,negative,sarcastic,none,1,0,none,none
C_55,C_55_U_10,你至少应该关心一下吧,司马健,"00:00:19,083","00:00:20,930",anger,negative,sarcastic,none,1,0,none,none
C_56,C_56_U_1,怪不得悠悠要抗争,司马健,"00:00:00,000","00:00:01,870",anger,negative,sarcastic,none,1,0,none,none
C_56,C_56_U_2,悠悠,关谷神奇,"00:00:02,200","00:00:02,700",neutral,neutral,none,none,1,0,none,none
C_56,C_56_U_3,她亲口跟我说,司马健,"00:00:02,700","00:00:04,203",anger,negative,none,none,-2,0,none,none
C_56,C_56_U_4,她很空虚很寂寞,司马健,"00:00:04,203","00:00:05,956",anger,negative,none,none,-2,-1,none,none
C_56,C_56_U_5,还提出要跟我交往,司马健,"00:00:05,956","00:00:07,980",anger,negative,none,none,-2,0,none,none
C_56,C_56_U_6,跟你交往,关谷神奇,"00:00:08,530","00:00:09,730",neutral,neutral,sarcastic,none,-2,0,none,none
C_56,C_56_U_7,你哪里冒出来的,关谷神奇,"00:00:09,730","00:00:11,830",neutral,neutral,sarcastic,none,-2,0,none,none
C_56,C_56_U_8,珍惜美嘉吧,司马健,"00:00:11,830","00:00:13,330",anger,negative,none,none,-2,-1,none,none
C_56,C_56_U_9,我和美嘉是清白的,关谷神奇,"00:00:13,330","00:00:15,730",neutral,negative,none,none,-2,-1,none,none
C_56,C_56_U_10,人家都怀孕了,司马健,"00:00:15,730","00:00:16,720",anger,negative,none,none,2,1,none,none
C_56,C_56_U_,谁怀孕了,关谷神奇,"00:00:16,720","00:00:17,520",surprise,positive,none,none,2,-1,none,none
C_57,C_57_U_1,我跟诺澜只是同事关系,曾小贤,"00:00:00,339","00:00:02,034",neutral,negative,none,none,2,0,none,none
C_57,C_57_U_2,你们就别瞎想了,曾小贤,"00:00:02,034","00:00:03,052",neutral,negative,none,none,2,1,none,none
C_57,C_57_U_3,大不了我再买一个盆栽,曾小贤,"00:00:03,052","00:00:04,747",neutral,negative,none,none,2,0,none,none
C_57,C_57_U_4,回她个礼就两清了,曾小贤,"00:00:04,747","00:00:06,104",neutral,negative,none,none,2,0,none,none
C_57,C_57_U_5,那你应该送她一盆葫芦,关谷神奇,"00:00:06,104","00:00:07,800",neutral,neutral,sarcastic,none,2,0,none,none
C_57,C_57_U_6,这又是什么暗语,曾小贤,"00:00:08,430","00:00:09,690",neutral,neutral,none,none,2,0,none,none
C_57,C_57_U_7,葫芦的花语就是你到底在卖什么药,关谷神奇,"00:00:09,690","00:00:13,470",neutral,neutral,sarcastic,humor,2,2,none,none
C_58,C_58_U_1,我说我认识一个胡老师啊,曾小贤,"00:00:00,000","00:00:02,989",neutral,negative,none,none,2,-1,none,none
C_58,C_58_U_2,刀子嘴豆腐心,曾小贤,"00:00:02,989","00:00:04,590",neutral,negative,none,none,1,0,none,none
C_58,C_58_U_3,呵,胡一菲,"00:00:07,190","00:00:07,457",anger,negative,sarcastic,none,1,0,pride,none
C_58,C_58_U_4,你笑什么,曾小贤,"00:00:07,457","00:00:09,326",neutral,negative,none,none,2,1,none,none
C_58,C_58_U_5,不敢当我是刀子嘴斧子心,胡一菲,"00:00:09,326","00:00:11,196",anger,negative,sarcastic,none,-2,0,none,none
C_58,C_58_U_6,你今天被困住,胡一菲,"00:00:11,196","00:00:13,066",neutral,negative,sarcastic,none,2,0,none,none
C_58,C_58_U_7,就是我一手策划的,胡一菲,"00:00:13,066","00:00:15,490",neutral,negative,sarcastic,none,2,0,none,none
C_59,C_59_U_1,我觉得我控制不了自己的小宇宙,胡一菲,"00:00:00,000","00:00:02,660",neutral,negative,none,none,2,-1,pride,none
C_59,C_59_U_2,可我觉得你是一个讲义气的朋友,心理医生,"00:00:02,660","00:00:05,524",neutral,neutral,none,none,2,0,none,none
C_59,C_59_U_3,而且你的心理鉴定一切正常,心理医生,"00:00:05,524","00:00:07,960",neutral,neutral,none,none,2,1,none,none
C_59,C_59_U_4,这么说我没事啊,胡一菲,"00:00:09,350","00:00:10,638",neutral,neutral,none,none,2,0,none,none
C_59,C_59_U_5,你只是有喜欢的人罢了,心理医生,"00:00:10,638","00:00:12,294",neutral,neutral,none,none,2,0,none,none
C_59,C_59_U_6,同时也不排除生理期乱掉的可能,心理医生,"00:00:12,294","00:00:14,870",neutral,neutral,none,none,2,-1,none,none
C_59,C_59_U_7,什么,胡一菲,"00:00:16,300","00:00:17,740",anger,negative,none,none,2,0,none,none
C_59,C_59_U_8,冷静冷静,心理医生,"00:00:24,880","00:00:27,840",fear,negative,none,none,2,-1,pride,none
C_60,C_60_U_1,对不起啊关谷,陈美嘉,"00:00:00,000","00:00:03,636",sadness,negative,none,none,2,0,pride,none
C_60,C_60_U_2,我没事,关谷神奇,"00:00:03,636","00:00:04,586",neutral,neutral,none,none,2,-1,none,none
C_60,C_60_U_3,倒是你的问题比较严重,关谷神奇,"00:00:04,586","00:00:08,060",neutral,neutral,sarcastic,none,1,0,none,none
C_60,C_60_U_,我,陈美嘉,"00:00:08,060","00:00:08,400",neutral,negative,none,none,2,0,none,none
C_60,C_60_U_4,我就是调皮了一下,陈美嘉,"00:00:08,400","00:00:10,010",neutral,neutral,sarcastic,none,2,0,pride,none
C_60,C_60_U_5,下次不闹了,陈美嘉,"00:00:10,010","00:00:10,815",neutral,neutral,sarcastic,none,-1,0,pride,none
C_60,C_60_U_6,如果怀孕也算调皮的话,关谷神奇,"00:00:10,815","00:00:13,029",anger,negative,sarcastic,none,-1,0,none,none
C_60,C_60_U_7,那切腹自尽顶多算放屁,关谷神奇,"00:00:13,029","00:00:14,640",anger,negative,sarcastic,humor,-1,2,none,none
C_61,C_61_U_1,一开始我也害怕守不住这个秘密,唐悠悠,"00:00:00,000","00:00:02,660",neutral,negative,none,none,1,0,pride,none
C_61,C_61_U_2,谁知道我这次破纪录了,唐悠悠,"00:00:02,660","00:00:04,530",joy,positive,none,none,1,0,none,none
C_61,C_61_U_3,对不起嘛,陈美嘉,"00:00:05,446","00:00:06,297",neutral,negative,none,none,1,1,pride,none
C_61,C_61_U_4,一切发生得太快了,陈美嘉,"00:00:06,297","00:00:08,564",neutral,negative,none,none,-1,0,pride,none
C_61,C_61_U_5,我来不及想太多,陈美嘉,"00:00:08,564","00:00:11,115",neutral,negative,none,none,-1,0,pride,none
C_61,C_61_U_6,太快那男人那么差,关谷神奇,"00:00:11,115","00:00:13,120",neutral,negative,sarcastic,none,-1,0,none,none
C_62,C_62_U_1,孩子的父亲是谁啊,曾小贤,"00:00:00,000","00:00:00,980",neutral,neutral,none,none,2,-1,none,none
C_62,C_62_U_2,这都不知道啊,曾小贤,"00:00:01,860","00:00:03,075",anger,negative,none,none,-1,0,none,none
C_62,C_62_U_3,太草率了吧,曾小贤,"00:00:03,075","00:00:04,087",anger,negative,none,none,-1,0,none,none
C_62,C_62_U_4,你别逼我了,陈美嘉,"00:00:04,492","00:00:05,080",sadness,negative,none,none,2,0,pride,none
C_62,C_62_U_5,等我问过他之后再宣布行吗,陈美嘉,"00:00:06,550","00:00:08,369",fear,neutral,none,none,1,1,pride,none
C_62,C_62_U_6,这么说你知道他是谁了,唐悠悠,"00:00:08,369","00:00:10,022",surprise,negative,none,none,1,0,none,none
C_62,C_62_U_7,这人我们认识吗,曾小贤,"00:00:10,022","00:00:11,180",neutral,negative,none,none,1,-1,none,none
C_62,C_62_U_8,说啦说啦,曾小贤,"00:00:11,180","00:00:11,841",neutral,negative,none,none,1,1,none,none
C_62,C_62_U_9,听过拉倒绝不外传,曾小贤,"00:00:11,841","00:00:13,340",neutral,negative,none,none,1,-1,none,none
C_63,C_63_U_1,三个小时之后当我把整个幻灯片讲完,陆展博,"00:00:00,000","00:00:02,605",neutral,neutral,none,none,1,1,pride,none
C_63,C_63_U_2,他被我震撼得,陆展博,"00:00:02,605","00:00:03,420",neutral,neutral,none,none,1,1,pride,none
C_63,C_63_U_3,连站都站不起来,陆展博,"00:00:03,750","00:00:05,636",neutral,positive,none,none,2,-1,pride,none
C_63,C_63_U_4,你试试看,吕子乔,"00:00:05,636","00:00:06,894",anger,negative,sarcastic,none,2,0,none,none
C_63,C_63_U_5,坐在马桶上仨小时,吕子乔,"00:00:06,894","00:00:09,409",anger,negative,sarcastic,none,2,0,none,none
C_63,C_63_U_6,看你站不站得起来,吕子乔,"00:00:09,409","00:00:11,590",anger,negative,sarcastic,none,2,0,none,none
C_64,C_64_U_1,这么离谱的广告词哪儿看的,胡一菲,"00:00:00,000","00:00:02,379",neutral,negative,none,none,2,1,none,none
C_64,C_64_U_2,你告诉她的,胡一菲,"00:00:02,379","00:00:03,460",neutral,negative,none,none,1,-1,none,none
C_64,C_64_U_3,怎么可能,曾小贤,"00:00:03,460","00:00:05,623",neutral,negative,none,none,1,0,none,none
C_64,C_64_U_4,我住了那么久幸福过吗,曾小贤,"00:00:05,623","00:00:06,272",neutral,negative,sarcastic,none,2,0,none,none
C_64,C_64_U_5,搞得像有人虐待你似的,胡一菲,"00:00:06,272","00:00:08,218",neutral,negative,sarcastic,none,2,0,none,none
C_64,C_64_U_6,谁说不是啊,曾小贤,"00:00:08,218","00:00:09,320",neutral,negative,sarcastic,none,2,0,none,none
C_65,C_65_U_1,你不是今天要宣布吗,唐悠悠,"00:00:00,000","00:00:00,826",neutral,neutral,none,none,-1,0,none,none
C_65,C_65_U_2,当然要隆重啦,唐悠悠,"00:00:00,826","00:00:02,066",neutral,neutral,none,none,-1,0,none,none
C_65,C_65_U_3,这对于孩子他爸来说,唐悠悠,"00:00:02,066","00:00:03,926",neutral,neutral,none,none,-1,0,none,none
C_65,C_65_U_4,可是人生中三大惊讶之一啊,唐悠悠,"00:00:03,926","00:00:06,406",joy,neutral,none,none,-1,-1,none,none
C_65,C_65_U_5,三大还有哪两大,陈美嘉,"00:00:06,406","00:00:08,060",neutral,neutral,none,none,-1,1,none,none
C_65,C_65_U_6,第一呢是他收到高考成绩单的时候,曾小贤,"00:00:08,060","00:00:11,150",neutral,neutral,none,none,-1,-1,none,none
C_65,C_65_U_7,第二呢,曾小贤,"00:00:11,150","00:00:11,575",neutral,neutral,none,none,-1,1,none,none
C_65,C_65_U_8,是收到病危通知单的时候,曾小贤,"00:00:11,575","00:00:13,700",neutral,neutral,none,none,-1,-1,none,none
C_65,C_65_U_9,你是前三,曾小贤,"00:00:13,700","00:00:14,550",neutral,neutral,none,none,-1,0,none,none
C_65,C_65_U_10,但未必是第三,曾小贤,"00:00:14,550","00:00:16,260",neutral,neutral,sarcastic,none,-1,0,none,none
C_66,C_66_U_1,这好像不是惊讶,陈美嘉,"00:00:00,000","00:00:01,656",neutral,neutral,none,none,0,0,none,none
C_66,C_66_U_2,是惊吓吧,陈美嘉,"00:00:01,656","00:00:02,770",surprise,neutral,sarcastic,none,2,0,none,none
C_66,C_66_U_3,当你突然知道自己当了爸爸,曾小贤,"00:00:03,100","00:00:05,312",neutral,neutral,none,none,2,1,none,none
C_66,C_66_U_4,不吓到才怪呢,曾小贤,"00:00:05,312","00:00:06,530",neutral,neutral,none,none,2,1,none,none
C_66,C_66_U_5,除非他真的打算做爸爸,陈美嘉,"00:00:07,960","00:00:10,218",sadness,negative,none,none,2,-1,pride,none
C_66,C_66_U_6,否则我不会要求他什么的,陈美嘉,"00:00:10,218","00:00:12,703",sadness,negative,none,none,0,0,pride,none
C_66,C_66_U_7,你当然应该要求了,唐悠悠,"00:00:12,703","00:00:14,510",neutral,negative,none,none,2,1,none,none
C_66,C_66_U_8,谁做谁负责,唐悠悠,"00:00:14,510","00:00:15,640",neutral,neutral,none,none,2,0,none,none
C_67,C_67_U_1,展博你不能认输,吕子乔,"00:00:00,000","00:00:01,670",neutral,negative,none,none,0,1,none,none
C_67,C_67_U_2,小马哥说过,吕子乔,"00:00:01,670","00:00:02,862",neutral,negative,none,none,2,0,none,none
C_67,C_67_U_3,从哪里跌倒,吕子乔,"00:00:02,862","00:00:05,010",neutral,negative,none,none,0,0,none,none
C_67,C_67_U_4,就在哪里多趴一会儿,陆展博,"00:00:05,010","00:00:06,202",neutral,negative,sarcastic,none,2,0,pride,none
C_67,C_67_U_5,你是一个男人,吕子乔,"00:00:06,202","00:00:07,634",neutral,negative,none,none,0,0,none,none
C_67,C_67_U_6,不能认怂,吕子乔,"00:00:07,634","00:00:08,588",neutral,negative,none,none,-1,0,none,none
C_67,C_67_U_7,你要学会抗争,吕子乔,"00:00:08,588","00:00:10,000",neutral,negative,none,none,-2,1,none,none
C_67,C_67_U_8,怎么抗争,陆展博,"00:00:10,000","00:00:10,384",neutral,negative,none,none,-2,0,pride,none
C_67,C_67_U_9,他们不是选美吗,吕子乔,"00:00:10,384","00:00:11,924",neutral,neutral,none,none,-2,-1,none,none
C_67,C_67_U_10,你就找个丑女去竞选,吕子乔,"00:00:11,924","00:00:13,463",neutral,neutral,none,none,1,0,none,none
C_67,C_67_U_11,这是一种无声的抗议,吕子乔,"00:00:13,463","00:00:15,550",neutral,neutral,none,none,1,0,none,none
C_68,C_68_U_1,都怪你们老是提醒我这件事情多大多大,陈美嘉,"00:00:01,768","00:00:05,108",anger,negative,none,none,1,1,pride,none
C_68,C_68_U_2,好像我说了之后就看不到明天的太阳一样,陈美嘉,"00:00:05,108","00:00:08,644",anger,negative,sarcastic,none,1,0,none,none
C_68,C_68_U_3,明天真的看不到,关谷神奇,"00:00:08,644","00:00:10,000",neutral,neutral,none,none,1,-1,none,none
C_68,C_68_U_4,因为明天下雨,关谷神奇,"00:00:11,460","00:00:13,380",neutral,neutral,none,none,1,1,none,none
C_69,C_69_U_1,你也希望诺澜住进来,曾小贤,"00:00:00,260","00:00:02,303",neutral,positive,none,none,1,0,pride,none
C_69,C_69_U_2,当然了,胡一菲,"00:00:02,303","00:00:02,984",neutral,negative,none,none,-2,-1,pride,none
C_69,C_69_U_3,朋友帮忙嘛,胡一菲,"00:00:02,984","00:00:04,119",neutral,negative,none,none,-2,0,pride,none
C_69,C_69_U_4,住在一起多开心啊,胡一菲,"00:00:04,119","00:00:06,162",neutral,negative,none,none,-2,1,pride,none
C_69,C_69_U_5,那谢谢你了我马上打电话,曾小贤,"00:00:06,162","00:00:08,630",joy,positive,none,none,-2,0,none,none
C_69,C_69_U_6,只可惜晚了一步,胡一菲,"00:00:09,850","00:00:10,825",neutral,neutral,none,none,-2,0,none,none
C_69,C_69_U_7,我在揭皇榜的时候没有交定金,胡一菲,"00:00:10,825","00:00:13,993",neutral,neutral,none,none,-2,0,none,none
C_69,C_69_U_8,二房东跟我说已经租出去了,胡一菲,"00:00:13,993","00:00:17,670",neutral,neutral,none,none,-2,0,none,none
C_70,C_70_U_1,我改主意了,胡一菲,"00:00:00,000","00:00:00,783",neutral,neutral,none,none,2,0,none,none
C_70,C_70_U_2,我回去算了一下,胡一菲,"00:00:00,783","00:00:02,153",joy,neutral,none,none,2,-1,none,none
C_70,C_70_U_3,发现钱太多花不完,胡一菲,"00:00:02,153","00:00:03,915",joy,neutral,none,none,2,1,none,none
C_70,C_70_U_4,所以我就决定再租一套周末上来度个假,胡一菲,"00:00:03,915","00:00:07,460",neutral,neutral,none,none,2,0,none,none
C_70,C_70_U_5,不过你得答应我,胡一菲,"00:00:08,030","00:00:09,474",neutral,neutral,none,none,2,1,none,none
C_70,C_70_U_6,回头要是有人问起来,胡一菲,"00:00:09,474","00:00:11,331",neutral,neutral,none,none,2,1,none,none
C_70,C_70_U_7,你就说房子已经租掉了,胡一菲,"00:00:11,331","00:00:13,394",neutral,neutral,none,none,2,1,none,none
C_70,C_70_U_8,千万别说是我租的啊,胡一菲,"00:00:13,394","00:00:14,632",fear,negative,none,none,2,0,none,none
C_70,C_70_U_9,我比较低调,胡一菲,"00:00:14,632","00:00:16,510",neutral,neutral,none,none,2,0,none,none
C_71,C_71_U_1,虽然他不是什么正面人物,关谷神奇,"00:00:00,000","00:00:01,897",neutral,neutral,sarcastic,none,2,0,none,none
C_71,C_71_U_2,但事已至此,关谷神奇,"00:00:01,897","00:00:02,760",neutral,neutral,none,none,1,0,none,none
C_71,C_71_U_3,美嘉你要以大局为重,关谷神奇,"00:00:02,760","00:00:04,140",neutral,neutral,none,none,1,-1,none,none
C_71,C_71_U_4,你不是上厕所去了吗,陈美嘉,"00:00:04,140","00:00:05,540",neutral,neutral,sarcastic,none,2,0,none,none
C_71,C_71_U_5,只要你重新做人,唐悠悠,"00:00:06,140","00:00:07,255",neutral,neutral,none,none,-2,0,none,none
C_71,C_71_U_6,给孩子做一个好榜样,唐悠悠,"00:00:07,255","00:00:08,688",neutral,neutral,none,none,2,0,none,none
C_71,C_71_U_7,以后还有大团圆结局的对不对,唐悠悠,"00:00:08,688","00:00:10,780",neutral,neutral,none,none,2,0,none,none
C_71,C_71_U_8,孩子什么孩子,龙在天,"00:00:12,880","00:00:15,830",fear,positive,none,none,2,-1,none,none
C_71,C_71_U_9,我怀孕了,陈美嘉,"00:00:16,680","00:00:18,160",neutral,negative,none,none,2,0,none,none
C_72,C_72_U_1,你和女孩子本垒打的概率是多少,唐悠悠,"00:00:00,000","00:00:02,309",neutral,neutral,none,none,2,0,none,none
C_72,C_72_U_2,这要根据季节气候潮汐和对方的智商而定,吕子乔,"00:00:02,309","00:00:05,773",neutral,neutral,none,none,2,-1,pride,none
C_72,C_72_U_3,我看是一半一半,唐悠悠,"00:00:05,773","00:00:07,698",neutral,negative,sarcastic,none,2,0,none,none
C_72,C_72_U_4,就跟你跟美嘉的概率是一样的,关谷神奇,"00:00:07,698","00:00:10,190",neutral,negative,sarcastic,none,2,0,none,none
C_72,C_72_U_5,要么有要么没有,关谷神奇,"00:00:10,190","00:00:11,450",neutral,negative,sarcastic,none,2,0,none,none
C_72,C_72_U_6,这和美嘉有什么关系,吕子乔,"00:00:11,450","00:00:13,040",neutral,negative,none,none,2,1,none,none
C_73,C_73_U_1,两成,曾小贤,"00:00:00,000","00:00:01,038",neutral,positive,none,none,2,0,none,none
