ConversationID,TopicDescription
C_630,山水集团负责人被安慰，让他不用担心，李达康书记会出面帮忙
C_631,李达康听说山水集团不负责厂房安置问题很生气 命令查清楚事情的真相
C_632,侯处长怀疑陈海的车祸过于离奇，但季检察长没有查出可疑点，侯处长不解
C_633,侯处长复盘和陈海的对话，怀疑已经打草惊蛇，车祸不是意外
C_634,赵东来问祁同伟，是否是祁同伟他们将蔡成功控制了起来
C_635,侯处长向省委书记报告陈海事件，省委书记表示这是给他的下马威
C_636, 李达康仍怀疑丁义珍跟蔡成功存在勾结，跟高育良对峙了起来
C_637, 沙瑞金在会议上提起此次群体事件，非常严肃，希望引起下面的思考
C_638,季昌明告诉侯处长是高育良书记带的兵，希望能给侯处长一些启发
C_639,侯处长来拜访季检察长，希望能够得到他的帮助，故意跟他套近乎
C_640,高育良书记和手下谈话表示确实有很多人前来拜访，想要通过他跟沙瑞金套近乎
C_641,侯处长和检察长谈话，检察长有意逃避他想要离开
C_642,侯处长表明自己不加班的态度 ，被陆处长嘲讽，两人互怼起来
C_643,沙瑞金书记不满干部的行为作风，讨论他们恶劣的行为
C_644,侯处长命令陆处长去省公安厅招待所找蔡成功，被陆处长不满他刚上任野心太大
C_645,陆处长以文件真实性值得怀疑不愿协助侯处长办案引得侯处长不满
C_646,侯处长生气陆处长不听指令威胁她，陆处长给他台阶下
C_647,侯处长和祁同伟通电话，祁同伟保证满足侯处长的请求，侯处长在电话里嘲讽手下不听话
C_648,沙瑞金书记和达康书记反映靠吹捧上去的官员的作风问题
C_649,高育良质问达康书记祁同伟拍马屁有什么错，沙瑞金书记在一旁劝解
C_650,李达康书记继续列举调查祁同伟同志，高育良书记仍在一旁为他辩解，互相较劲
C_651, 高育良和李达康提醒沙瑞金如果撤掉所有干部会导致一片混乱
C_652,季检察长提醒侯亮平要多注意人情世故
C_653,侯亮平和陆处长手下交流 为了吃好饭夸赞平易近人
C_654,侯亮平通过套近乎陆处长手下了解陆处长
C_655,陆处长手下对陆处长评价狠毒，令侯亮平感到震惊
C_656,陆处长手下得知侯亮平已经结婚表现的很失望
C_657,陆处长手下解释这样想的原因是为了自己不想加班
C_658,陆处长手下表露陈海事件对陆处长打击很大
C_659,季检察长带侯亮平去见发小，侯处长担心的顾虑被打消
C_660,侯亮平给发小带饭，警告发小一会儿询问室里保持严肃
C_661,侯亮平审讯蔡成功让他如实交代行贿金额
C_662,高育良和学生了两人对沙瑞金的行动表示震惊
C_663,高育良讲近些年经济的发展以及贪污腐败现象严重，表现出无奈
C_664,高育良学生反驳高育良的想法，认为她说的是谬论
C_665,高育良跟吴老师讲祁同伟去跟陈老套近乎被沙瑞金抓个正着，很是气愤
C_666,高育良和吴老师对他这种行为感到很可笑，认为他只会耍小聪明
C_667,陆处长询问蔡成功，蔡成功情绪激动讲述事情的缘由
C_668,祁同伟感谢老师救了他一次，高育良对他的行为感到很气愤
C_669,蔡成功和陆处长争论，两人争执不下
C_670,高育良批评祁同伟自己过于追求名利
C_671,祁同伟狡辩，高育良训斥祁同伟胡说八道，做事不谨慎
C_672,高育良提醒祁同伟侯亮平的身份，不要让他做出格的事
C_673,侯亮平跟蔡成功阐述反贪局会保护好才成功的，蔡成功感激万分
C_674,侯亮平批评蔡成功不早点告诉他真相，蔡成功也后悔万分
C_675,侯亮平安排陆处长给蔡成功做检查，并且请求公安局局长保护他的安全
C_676,公安局局长表示李书记的想法，侯亮平对此表示不屑一顾
C_677,蔡成功和郑西坡在监狱相见，郑西坡告诉蔡成功市里帮忙打官司
C_678, 李达康请来陈老做大风厂的思想工作，陈老告诫李达康要慢慢做
C_679,陈老劝老郑不要这么犟，老郑表示是程局长强迫的，被程局长连连反驳
C_680, 陈老跟李达康劝诫要站在人民的角度考虑，要让百姓相信政府
C_681,欧阳靖问保姆李达康何时才能回来，生闷气认为李达康不关心家庭
C_682,保姆听说欧阳靖不去上班劝诫她李达康的好处，是他给了欧阳靖特权
C_683,区长跟李达康抱怨自己提的意见不被采纳，李达康也表示无奈
C_684,祁同伟因不被提干心情不好，高小凤在一旁安慰他让他不要想多
C_685,祁同伟担心自己给沙书记留下了不良印象，导致沙书记不重用他
C_686,有人询问何时才能约见祁厅长，手下表示让他继续等待
C_687,区长和省委书记李达康达成协议，两人互相做好保证
C_688,高小凤提醒祁厅长不要总是犯上面的禁忌，祁厅长不以为然
C_689,祁厅长狡辩自己戒不掉抽烟，还吓唬高小凤
C_690,李达康询问保姆关于上访的事情，表示关心
C_691,李达康抱怨现在的官员不关心百姓的事情，让她多加小心
C_692,陆处长提醒侯亮平要多加小心，保护好自己，侯处长气愤至极
C_693,陆处长分析陈海事件已经接近了真相，侯亮平对此表示肯定
C_694,陆处长表示侯处长去吃饭实则互相试探，侯处长讲述自己如何和他们斗智斗勇
C_695,侯亮平找到高育良，高育良表现得很是气愤不解
C_696,高育良否定侯亮平的想法，侯亮平分析内部出现了大问题
C_697,高育良表现出对李达康的不满引起了侯亮平的怀疑，两人争执不下
C_698,高育良跟侯亮平分析李达康书记的背景和政治资源
C_699,李达康和沙瑞金推着车聊天分析立春同志有其他的想法，李达康欲言又止
C_700,高育良讲述事实，让侯亮平自己分析，侯亮平猜测李达康书记的动机
C_701,李达康向沙瑞金书记讲述高育良同志进入省委常委之后的事情
C_702,高育良书记提醒侯亮平要严格保密，不要泄露风声，不可轻举妄动
C_703,李达康书记请求沙瑞金书记起诉离婚，沙瑞金书记表示赞同
C_704,欧阳靖抱怨李达康做事太绝六亲不认，王大陆表示绝不可忽视李达康的权利
C_705,侯亮平和祁同伟联合夸赞梁老师 ，梁老师谦虚表示少让他们拍马屁
C_706,侯亮平请求季检察长不希望把办案权交给赵东来，担心出问题
C_707,陆处长询问侯亮平，侯亮平表示和欧阳靖赌一把
C_708,沙瑞金质问高育良为何不怀疑祁同伟，高育良解释他没有动机
C_709,沙瑞金让高育良带话给祁同伟，让他警告祁同伟做好自己的事情
C_710,侯亮平来接儿子批评他不听话，儿子生闷气不想让他来接
C_711,侯亮平找到校长希望能够重视这件事情，校长查明他的身份后表示一定亲自调查
C_712,王大陆让欧阳靖处处小心，跟她提意见让她赶快签订协议
C_713,手下邀请陆处长和她一起去陪小皮球跑步，被陆处长拒绝不想拍马屁
C_714, 手下和陆处长互相挤兑，陆处长讽刺她以为手下不知道谁的官职大
C_715,陈海儿子表示自己同学男生和女生的理想，被陈老批评
C_716,奶奶跟孙子讲述自己那个年代上学不敢攀比，孙子表示很好奇
C_717,欧阳靖找李达康质问关于王大陆如何帮他顶罪一事，认为李达康忘恩负义
C_718,季检察长跟陆处长通电话，季检察长很气愤让他们赶紧回来
C_719,季检察长讽刺陆处长跟侯处长做事不周到，痛批他们
C_720,祁同伟跟高育良谈话表示自己对高育良的感谢，感谢老师对他的关注
C_721,高育良提醒祁同伟做好本职工作才能帮助他，祁同伟答应老师
C_722,连城被提醒工作多上心，被他反驳抱怨一直干副厅，没有出路
C_723,带水果的老人跟他抱怨某些干部不负责任，存心找事，被提醒要保密，不能告诉陈老
C_724,侯亮平跟季检察长聊天，季检察长嘲讽侯亮平被他机智缓解
C_725,季检察长看到侯亮平的态度对他表示夸赞和关心
C_726,陆处长嘲讽手下，让她少掺和自己的事情，手下生气表示自己不屑参与
C_727,侯亮平讽刺祁同伟比自己强的地方，高育良也讲祁同伟很多地方不如侯亮平
C_728,高育良提醒侯亮平触及到了他们的利益，被质疑是否是在装懂
C_729,祁同伟和侯亮平通电话，两人互相夸赞对方，形式很焦灼
C_730,李达康在会议上严重批评法院副院长做违纪之事， 虽然很气愤但是无法双开，无奈之举
C_731,赵东来和陆处长谈话，陆处长认为自己被耍感到气愤
C_732,侯处长和吴老师谈话，侯处长表示介绍赵东来，被吴老师侧面提醒要注意
C_733,赵东来和陆处长解释讲述道理，陆处长表示质疑
C_734,赵东来表明自己的观点，陆处长表示不屑感觉很搞笑
C_735,祁同伟和吴老师产生争执，两人都很气愤
C_736,高书记对瑞龙的行为很是气愤，瑞龙认错连忙道歉
C_737,沙瑞金书记考察和手下解释不能让老百姓失望，要重视起来
C_738,毛娅和沙瑞金书记等人闲聊，沙瑞金书记得知她还没工作表示关心询问
C_739,沙书记询问毛娅关于别墅的事情，让毛娅自己解释
C_740,毛娅解释那栋别墅是王大路名下的，表示自己住着不踏实并且很浪费
C_741,沙瑞金提醒手下任用干部要多加谨慎，手下让沙书记放心
C_742,吴老师告诉高书记关于赵立春来咨询过的事情，高书记紧张
C_743,高书记询问具体内容，吴老师表示说的都是官话，高书记显得气愤
C_744,高书记担心吴老师会说漏嘴，吴老师的回答让高书记很满意，舒了口气
C_745,达康书记表示自己睡不着觉，有心事，感慨离婚后还不适应
C_746, 瑞龙批评手下做事不动脑子，手下解释侯亮平不收任何贿赂，瑞龙表示质疑
C_747, 手下跟瑞龙解释蔡成功并不想出来，瑞龙显得很无奈
C_748,欧阳靖表示自己看到李达康不帮亲弟弟的帮表示很失望
C_749, 侯处长跟陆处长讨论分析欧阳靖的背后肯定还有人支持
C_750, 侯亮平询问陆处长的打算，陆处长很自信表示自己的观点
C_751,老丁提议让江德福参加舞会找个伴，杨书记认为不妥
C_752,杨书记认为参加舞会不像话，老丁反驳她
C_753,江德福看不惯这种舞会，死心眼不想去参加
C_754,老丁跟自己老婆去跳舞，江德福不敢有意见
C_755,安杰被询问为何不去跳舞，解释到脚扭了被质疑
C_756,老丁和老婆跳舞的时候讨论到安杰，杨书记认为她出身不好不能要
C_757,姐姐替妹妹担心，认为舞会上不安全被反驳
C_758,姐姐和她争吵起来，安妻认为小妹找到对象是为她好，两人斗气吵架
C_759,安泰忍受不了她们争吵，姐姐和哥哥争论起来，姐姐认为哥哥不负责任
C_760,江德福跟他解释他去和安杰跳舞，他感到很震惊
C_761,老丁怂恿江德福去追她，江德福表现得若有所思
C_762,老丁跟他讲如何追她，帮江德福出主意想办法
C_763,江德福解释找对象该得去跳舞，表明自己思想进步了
C_764,江德福跟校长讲自己放开了心，自己没有什么顾虑
C_765,校长也支持江德福的选择，江德福跟校长表明想让他这个媒人帮忙
C_766,从校长和妻子讲江德福看上那个女生，妻子跟他探讨起来
C_767,老丁跟江德福讲做的不对 有所失态，老江接受意见汲取教训
C_768,老丁跟江德福讲他肯定能做得到，不然就是有问题，给江德福制造压力
C_769,校长跟老婆远处看着江德福，感慨希望他能过得好
C_770,江德福和安杰分别，两人依依不舍，互留联系方式
C_771,室友看到江德福垂头丧气，询问怎么回事，江德福表示生气
C_772,江德福看到自己写错了字更加垂头丧气，认为自己更没戏了
C_773,安杰跟姐姐讲江德福出囧的事情，感慨江德福是个文盲
C_774,室友再次跟江德福解释追女生要学会用巧劲，江德福狡辩
C_775,江德福来送药想要接近女生，媒人对他的行为感到很搞笑，被嘲讽
C_776,媒人领着江德福见女生，杨书记认为江德福讲话太笨在一旁偷笑
C_777,杨书记批评江德福认为他连人家女生电话都记不住，江德福表示自己见到女生太紧张了
C_778,江德福跟女生单独对话，江德福一脸紧张不知道应该说什么，场面有点尴尬
C_779,安杰跟姐姐讲自己不喜欢他，姐姐告诉她会动摇的，安杰表示不信
C_780,安杰跟姐姐讲自己跟杨书记和江德福狐假虎威，显得很开心
C_781,安杰表示自己被尊重的感觉很享受，姐姐在一旁偷笑
C_782,安泰批评安杰不讲礼貌，安杰一脸不屑，被安泰批评表示要负责到底
C_783,安泰跟安杰表示自己的意见，认为江德福很好，可以值得相处
C_784,安泰跟安杰讲江德福的优点，分析江德福有晋升的空间，被安杰反驳
C_785,安杰表示自己上火，安泰悉心照顾让佣人熬汤她让她照顾好自己
C_786,姐姐跟安杰讲因为江德福，全家都有了变化，姐姐对她和江德福的事很是上心
C_787,江德福见校长，校长批评江德福下手太慢，进展不行
C_788,安杰被命令请来江德福，安杰很是震惊，想要推脱被拒
C_789,有人来找安杰非常和蔼的希望能够请来江团长讲述他的英雄事迹
C_790,安杰讲出自己的苦恼说江德福不再找她，但自己要反过来找江德福
C_791,安杰讲医院的人都误会她在跟江德福谈恋爱，姐姐表示安杰拒绝的不够彻底
C_792,姐姐问安杰是不是对享受被照顾的感觉，安杰表示很有那么一点，不好意思说出口
C_793,姐姐跟安杰解释自己是在帮她梳理清楚，让她想明白自己是不是喜欢他
C_794,安杰抱怨姐姐不让她尽早接电话，安杰显得很是着急
C_795,安杰讲江团长要考虑考虑，姐姐分析江团长是在吊胃口，安杰表示有点不信
C_796,姐姐分析江团长没有文化但是有心计，安杰表示对姐姐的崇拜
C_797,江德福跟室友坚定立场讲自己一定要反客为主，让安杰对自己刮目相看
C_798,安杰对江德福表示感谢，江德福跟安杰开玩笑让她有点不好意思
C_799,安杰跟姐姐讲江德福的字和她讲的英雄事迹让自己有点心动了
C_800,安杰解释自己被江德福的有情有义打动了，姐姐表示要有好戏看了
C_801,姐姐表示安杰跟江德福进展太慢，安杰解释是哥哥接的电话
C_802,姐姐表示江德福要来，自己非常的激动，安杰觉得姐姐大惊小怪的
C_803,姐姐认为安杰在难为江德福，安杰认为这是对江德福的考验
C_804,江德福来到后认为这是在给他下马威，显得非常紧张，安杰在一旁讲解
C_805,安杰自己自言自语回忆今天和江德福交往的事情，姐姐在一旁凑热闹催促他们二人抓紧进展
C_806,姐姐提醒安杰，她不是江德福的对手，表示江德福手段高明
C_807,江德福跟室友讲自己隐瞒了离婚的事情，自己觉得很愧疚。室友在旁边出招
C_808,安杰跟姐姐讲江德福要约她吃饭，还有重要的事情告知她，姐姐以为是要跟她求婚
C_809,安杰和江德福见面，安杰被江德福会俄语敬佩到
C_810,江德福看到安杰喜欢喝这里的咖啡，表示自己可以以后经常带她喝
C_811,江德福跟安杰坦白自己曾经离过婚，安杰表示很震惊，情绪很激动
C_812,安杰被求助想通过她找到江团长，安杰有所顾虑，但最终还是答应了
C_813,江德福出门，不告诉室友去哪了，他以为室友猜不出来，室友猜到他去找了女朋友
C_814,是室友表示很震惊，跟他分析可能是要吃回头草
C_815,江德福表示自己态度很强硬，不会再心软，室友表示他做得对，支持
C_816,安杰被询问是否找到了江团长，安杰支支吾吾说不出话，表示自己张不开口
C_817,室友跟江德福分析以为这是诱饵，怕江德福上当
C_818,江德福跟医院的士官求救，表示想要某种药品，被答应帮他的忙
C_819,江德福表示自己回绝了他，室友对他的行为很不理解
C_820,江德福告诉室友孩子已经治好了病，孩子父亲想要请他吃饭，令江德福很发愁
C_821,孩子父亲请不来江德福，认为他是不愿意见到安杰，想让安杰亲自请他来
C_822,安杰跟姐姐表示自己一直在让步，姐姐认为离婚是次要的，文化才是主要的
C_823,姐姐认为江德福给了安杰很大的帮助，是在暗暗喜欢着她，在乎她，希望小妹自己可以想开
C_824,室友以为江德福专门准备了鲜花，江德福表示自己只是借用了俱乐部里的花
C_825,她表示想让安晨认江德福做干爹，认为这样会让自己家的家庭地位得到提高，姐姐不解觉得这是在没事找事
C_826,安杰告诉姐姐不能让姐姐笑话江德福喝醉，姐姐在一旁打趣，安杰强行解释
C_827,姐姐悄咪咪问安杰江德福是否喝醉，喝醉的江德福表示并没有喝醉，一派胡言
C_828,安妻批评他们只知道问一些没有用的问题，姐姐反过来质疑她，安妻表示应该询问老家有没有孩子
C_829,江德福跟安杰讲自己被她们骗醉了，安杰还质疑他是不是真的醉了
C_830,安杰讲她们也分不清江德福那句话说的是真的，江德福靠近安杰被推开，表示自己害羞
C_831,安杰询问江德福关于部队的事情，江德福解释战场上还是很激烈的
C_832,安杰跟江德福讲求婚应该跪下来求，江德福表示抗拒，开玩笑要教训她
C_833,校长跟妻子讲江德福的结婚报告没被批准，妻子表示很震惊，连忙询问原因
C_834,校长跟妻子讲不被批准的原因是安杰的家庭关系人员太复杂，校长询问妻子，妻子一一表示不知道
C_835,江德福被提议去找基地政委，江德福表现的有些害怕和担心
C_836,校长妻子告诉江德福找基地政委的原因是他们情况相同，通过这种方法来通过审批
C_837,安杰姐姐和安嫂争吵，安嫂认为是江德福看不上妹妹，遭到姐姐的反驳
C_838,安杰和姐姐谈心，姐姐耐心安慰询问妹妹，安杰表明了自己的决心
C_839,姐姐表示自己复杂的心情，既想小妹去，又不舍得小妹去受苦
C_840,江德福在厕所跟政委聊天，聊天内容很尴尬，希望能够和他交谈
C_841,政委质问江德福是谁让江德福来找他的，江德福表示要守口如瓶
C_842,安杰询问什么时候回老家，江德福再三询问是否真的要跟自己走
C_843,安杰问江德福是否准备放弃，江德福表示自己会争取到最后一刻
C_844,姐姐跟安杰出主意，顺便问安杰的心思，结婚的感受
C_845,姐姐问结婚的好快，姐姐批评她对婚姻的评论低
C_846,姐姐和安杰聊天被江德福听到，两人在一旁甜蜜对话
C_847,江德福和战友们开玩笑，战友说安杰是资本主义大小姐被安杰听到有些不高兴
C_848,安杰给江德福送解酒水，安杰批评江德福什么都往外说
C_849,江德福喝醉后不知道说了什么，安杰帮他回忆后表示很后悔
C_850,江德福在饭桌上被批评吃饭没有吃饭的样子，江德福在一边不敢吱声
C_851,校长和妻子在餐桌上批评江德福在婚礼上出洋相
C_852,江德福喝醉酒回到家后说胡话，被安杰推开表示嫌弃
C_853,江德福听到安杰说自己怀孕了表示很震惊，安杰对他假装不知道的态度表示嫌弃
C_854,江德福和安杰拌嘴，江德福退步让着安杰，耐心询问是否真的怀孕了
C_855,安杰生气江德福对孩子比对自己还爱，江德福哄安杰表示对她的心疼
C_856,江德福和室友聊天，江德福询问关于怀孕的事儿，室友跟他解释
C_857,安杰和姐姐聊天，姐姐表示托了安杰和江德福的福气，出门都扬眉吐气
C_858,安杰听到小孩子说没人会欺负他们了有点不高兴，提醒姐姐在孩子面前说话要注意
C_859,姐姐跟安哥聊天表示自己打心眼里为小妹感到幸福，说小妹的福气比大妹好
C_860,姐姐丈夫批评姐姐说话要一碗水端平，提醒他在大妹面前不要说得罪一家人的事情
C_861,安杰听到江德福提到自己的出身，很是生气，批评他明明各让一步江德福不长记性
C_862,江德福和安杰聊天关于姐姐姐夫的事情，安杰表示自己不喜欢姐夫的自以为是
C_863,江德福纳闷姐夫为什么讨人厌，安杰解释每个人眼光不一样，江德福表示同意
C_864,姐夫嘲讽安杰之前眼光高，跟现在结婚形成对比，姐姐批评他不要让他祸从口出
C_865,安杰嘲笑江德福被拦路虎拦住，江德福嘴硬不承认，还讨厌别人起这么难叫的名字
C_866,安杰跟江德福解释人家的姓氏，江德福不听，偏要按照自己的想法来
C_867,安杰让江德福穿白西装，江德福认为太过于隆重，不想穿
C_868,安杰质疑江德福不敢穿白西装，江德福否认，安杰使用激将法想让他穿
C_869,江德福懊悔自己上了安杰的当，后悔自己穿白西装出门，安杰脸上透露着幸福
C_870,安杰告诉江德福看到了老丁，江德福听到后很着急，想要拉着安杰跑，被安杰拒绝
C_871,江德福认为室友夸他西装好看很不理解，室友对他们夫妻二人的行为更是难以言语
C_872,江德福夫妇跟姐姐姐夫见面，江德福喊姐夫老欧，安杰在一旁默默制止，认为很没礼貌
C_873,安杰质问江德福拉风箱有什么好的，江德福跟她拌嘴惹得安杰不高兴
C_874,安杰批评江德福不要整天送东西，江德福也显得很不高兴，和她产生争吵
C_875,安杰嫌弃外面的号角声音太吵，江德福批评她情绪过于激动
C_876,江德福看到安杰自己在洗衣服，表示很心疼，赶忙让她停下
C_877,江德福跟安杰聊天，看到安杰肚子大开心的认为是双胞胎
C_878,医生给安杰做产检，医生表示是双胞胎，安杰显得喜出望外很震惊
C_879,江德福听说安杰是双胞胎很兴奋，安杰表示双胞胎也是很难带的
C_880,江德福表示要让姐姐来好好照顾她，表现对她很关心
C_881,安杰跟江德福开玩笑说他老奸巨猾，江德福表示自己是为了照顾安杰
C_882,安杰幸福的日子被好友羡慕，表示像电影情节里面的故事
C_883,安杰提醒好友说话要小心谨慎，表示担心隔墙有耳
C_884,奶奶夸奖小孩子被老师表扬，小孩儿非常自信骄傲，奶奶还说他总是马虎
C_885,江德福夸赞安杰说话水平高超， 对她提出表扬，并且担心安杰注意安全
C_886,姐夫不满姐姐去照顾坐月子的妹妹，姐姐表示是为了照顾自己的亲妹妹
C_887,孩子问安杰和江德福姑姑和姨谁好，两人都孩子开玩笑
C_888,江德福表示自己对德华踏进家门后表现得很不踏实，安杰询问关心他
C_889,安杰和姐姐谈心，安杰表示姐姐终于变成了原来的样子
C_890,安嫂看到江德福谁在大姨的房间表示很震惊，江德福表示安杰和姐姐睡在一起，跟她解释
C_891,江德福和姑姑聊天开玩笑说她找到了和她有一起干坏事儿的人
C_892,安杰跟姐姐吐槽自己有点害怕大姑子，姐姐安慰她让她放心，没啥可怕的
C_893,安杰含情脉脉的看着江德福，说他会和稀泥
C_894,小孩儿问妈妈问题，大姑子强者替安杰回答逗他玩儿，江德福的表情看着很高兴
C_895,小姑子二人偷偷说悄悄话谈论小姑子的嫂子和哥哥
C_896,两人聊天偷偷说不能让嫂子听见，小姑子怕嫂子再批评她
C_897,姐姐跟安杰讲怕自己会影响江德福，安杰表示不会影响，姐姐表现得有些敏感
C_898,姐姐跟安杰讲自己很委屈，两人发生争吵
C_899,安杰嘲讽姐姐，姐姐表示是担心安杰，但安杰的反映让姐姐很寒心
C_900,姐姐讲安杰应该学会知足，安杰表示不想跟别人比，两人发生争吵
C_901,小米和大壮对邰伟一直不说话感到着急，想让他快点说出下文
C_902,小米和大壮表达了对邰伟崇拜和赞美，邰伟对此很是受用
C_903,大壮想依靠小米破案，被邰伟骂了一顿，小米也加入其中
C_904,在邰伟喝酒时再次发生命案，被刑志森骂了
C_905,邰伟让大壮住在案发现场看着现场
C_906,乔教授语重心长的劝慰方木，希望他能够开展毕业论题
C_907,朴慧珍邀请邰伟吃饭被拒绝，邰伟说请他吃饭就是害他
C_908,陈希去找方木约会，特意找老师请假
C_909,邰伟找方木见面被方木冷漠对待
C_910,大壮告诉小米屋子里面不对
C_911,邰伟用鲜血配牛奶模仿凶手找灵感
C_912,方木侧面告诉陈希自己不想参与到案件当中
C_913,邰伟审讯吴冬爱，质问他是杀人凶手
C_914,吴冬爱告诉邰伟自己没有杀人，碰巧赶上大壮拿出指纹报告，再次指向他
C_915,邓琳月表达自己对方木有好感
C_916,方木对自己的毕业论文感到忧愁
C_917,陈希对方木不敢开展毕业论文表示忧愁
C_918,邰伟质疑吴冬爱为什么杯子上有他的指纹
C_919,吴冬爱对自己的行为感到十分后悔
C_920,方木被自己的顶头上司刑志森臭骂一顿
C_921,邰伟给大壮发钱给吴冬爱买东西
C_922,邰伟给刑志森开玩笑说他风水不好
C_923,邰伟对找不找方木向刑志森寻求意见
C_924,乔允平对方木因破案受伤感到不满，而方木觉得是因为自己太懦弱
C_925,乔教授不想方木在受伤，帮助方木分担压力
C_926,乔教授对警方的做法感到很生气
C_927,陈希找想方木谈话，方木误解了陈希的意思
C_928,陈希因为方木的懦弱不敢开展毕业论题对方木感到失望
C_929,刑志森和邰伟去医院看望方木，并且表达自己的歉意
C_930,刑志森表达了对方木的肯定，不断地鼓励方木
C_931,邓琳月给方木送吃的，被室友分担了，方木疑惑为什么要给他送吃的
C_932,听到法医说的凶手带走了现场的血，方木发现了新的线索
C_933,方木对案情有了重大发现，即将展开新的进展
C_934,邰伟向小卖部老板询问是不是有人拿着编织袋，得到了肯定
C_935,邰伟分析凶手可能是马涛，方木告诉邰伟马涛已经死亡
C_936,小米告诉大家老马家已经绝户了，线索到此再次断掉
C_937,方木向刑志森说伴随自己的是风险与加速
C_938,邰伟准备找大壮去神经病医院证实，大壮却因为害怕提前跑路
C_939,邰伟方木小米在一起说话感叹世界没变，人变了
C_940,小米向方木道歉，邰伟方木小米关系更进一步
C_941,大壮说马凯犯心理罪，被邰伟踢了一脚
C_942,陈希觉得自己的方木再次回来，感到欣慰和满足
C_943,杜宇对方木等人喜欢看足球表示不理解
C_944,祝老四阴阳怪气看同学并感叹自己一毕业就老了
C_945,祝老四过来泡妞顺便看方木过的怎么样
C_946,方木告诉陈希自己准备完成乔教授给他的毕业论文
C_947,方木告诉乔教授自己可以完成乔教授给他的毕业论题
C_948,方木决定正视面对他所有的过往和深渊
C_949,方木请求邰伟将吴凯的手铐解开公平的与马凯对话
C_950,马凯表达了自己内心的想法，对自己病的恐惧
C_951,方木问马凯为什么选择女人的血而不选择男人的
C_952,陈希看到方木在台上很开心，并担心自己逼方木太紧
C_953,方木和室友因为犯错收到了高主任的严厉批评
C_954,方木跟室友在一起聊天吹牛，谈论泡妞的经验
C_955,方木室友因为钱的事情误会祝老四，产生矛盾
C_956,方木知道了刘姨突然直接因为心肌梗塞去世了
C_957,祝老四拿老三毛巾擦脚，被老三知道了，打闹在一起
C_958,方木想让邰伟将自己带入案发现场
C_959,邰伟询问大门几点锁，在大门锁之后会不会还有人能进得来
C_960,邰伟询问他是什么时候发现尸体的，
C_961,同学因为害怕不想呆在警察局，害怕引火上身想要回去
C_962,方木质问邰伟是在浪费时间，邰伟对此不屑一顾，
C_963,邰伟问方木周军的事与他有没有关系，了解具体情况
C_964,邰伟问方木在案发时间在不在宿舍，方木回答不在
C_965,邰伟让老板回头去警察局报个备并且把门槛修修
C_966,方木找到孙姨并表示自己想送廖亚凡去学校
C_967,方木遇到了烦心的事情与廖亚凡聊天
C_968,方木询问廖亚凡有没有秘密，廖亚凡不告诉方木自己的秘密
C_969,方木跟室友晚上半夜一起上天台练角色，谈心
C_970,方木和吴涵，祝老四一起祭拜祭拜周军
C_971,祝老四说人肯定不是自己杀的，吴涵对周军的死感到疑惑询问方木
C_972,方木表示自己在查清周军的死之前不会离开
C_973,祝老四跟因为害怕想要离开的老大产生意见分歧
C_974,方木想要寻求警方的帮助，邰伟不同意，跟邰伟产生口头冲突
C_975,方木想要参加到案件中去，刑志森不同意并劝慰方木
C_976,陈希误认为方木是搭讪，而对方木感到厌烦
C_977,方木担心琳琳安危，想要取得陈希的信任，却得不到陈希的重视
C_978,方木提出了自己对案情的分析，却得到了邰伟的不耐烦
C_979,因为杀人案的不停发生，刑志森被丁局长责怪
C_980,刑志森跟丁局长自己的困难，分析了案情的情况
C_981,祝老四表达认为应该陪葬才能成就一段凄美的爱情故事
C_982,祝老四对佟倩的死极为难过，吴涵劝慰祝老四，希望他振作起来
C_983,祝老四认为是自己害死了佟倩，悲痛欲绝，方木希望老四振作起来看看谁是凶手
C_984,刑志森让邰伟改一改自己的臭脾气该找方木帮忙时要找方木帮忙
C_985,邰伟对方木阴阳怪气，方木对此并不在意，阐明自己需要画出人像的要求
C_986,邰伟继续对方木阴阳怪气，收到了刑志森的批评
C_987,邰伟受上司命令不情愿的骑车送方木
C_988,方木跟邰伟打赌，如果破不了案就给邰伟刷两个月的摩托车
C_989,方木跟邰伟跑到孙老师的家里找邓琳琳
C_990,邰伟劝慰方木，有时候需要运气，每个人都不是一直正确的
C_991,邰伟跟朴慧珍一起喝酒，询问他的工作压力大不大
C_992,方木告诉祝老四人死不能复生，劝慰祝老四
C_993,方木继续劝慰祝老四，希望老四能够走出阴影
C_994,吴涵想要提前离开，在方木的劝服下陪祝老四一起整书
C_995,方木寻求邰伟的帮助无果，决定自己完成这件事情
C_996,室友和同学们都相信方木，一致决定决定自己救自己
C_997,方木告诉大家应该保护好自己，吴涵十分认同方木的观点
C_998,方木因为积极调查案件，关心案件而被王建怀疑是凶手
C_999,方木为了保护大家的安全不让众人离开
C_1000,王建觉得方木说的好听一点是保护大家，其实就是控制大家的行踪
C_1001,邰伟询问佟倩有没有与人产生矛盾，方木询问这些年被基地班淘汰的还有那些
C_1002,吴涵与方木一起等待，被方木发现衣服上面有个补丁，夸奖吴涵针线活不错
C_1003,邰伟预感今天晚上再次出事，方木承认错误
C_1004,邰伟找方木告诉方木徐展雄不是凶手，猜想凶手蛰伏在大家身边
C_1005,方木提出疑问，并开始渐渐的怀疑吴涵是凶手
C_1006,孙姨心里开始恐慌担心自己闯了祸，方木安慰孙姨并让他先回家
